distortion,level,level_numeric,snr_db_mean,name,ods_threshold,ods_f_score,snr_db
haze,2.5,2.5,-4.268570215477657,P2352,146,0.0063531584769931,-3.431012087393018
haze,2.5,2.5,-4.268570215477657,P2456,116,0.008067203519553,-4.409025274043776
haze,2.5,2.5,-4.268570215477657,P2528,101,0.0304930297359346,-5.11791520209812
haze,2.5,2.5,-4.268570215477657,P2591,138,0.0959175216543488,-4.4354132881462185
haze,2.5,2.5,-4.268570215477657,P2613,168,0.1951974582941575,-9.753197243840953
haze,2.5,2.5,-4.268570215477657,P2724,138,0.044470667571398,-2.4844134488842275
haze,2.5,2.5,-4.268570215477657,P2754,20,0.0020855994220142,-0.313708804995269
haze,3.0,3.0,-4.564046168308607,P0063,183,0.2206705691052698,-0.3405214673072442
haze,3.0,3.0,-4.564046168308607,P0081,146,0.0893816079790744,-6.753990740563961
haze,3.0,3.0,-4.564046168308607,P0198,138,0.4155129281425266,-4.519172235154825
haze,3.0,3.0,-4.564046168308607,P0308,71,0.1350345995618373,-6.475081317448388
haze,3.0,3.0,-4.564046168308607,P0336,94,0.1018226362658358,-9.236574701677489
haze,3.0,3.0,-4.564046168308607,P0345,153,0.0701554323623614,-7.053334298053388
haze,3.0,3.0,-4.564046168308607,P0363,71,0.2003502929338312,-6.891177929884708
haze,3.0,3.0,-4.564046168308607,P0368,34,0.1580372288523319,-6.394014235676593
haze,3.0,3.0,-4.564046168308607,P0377,20,0.1622950037737305,-8.016577441648254
haze,3.0,3.0,-4.564046168308607,P0452,20,0.0498701747746396,-4.862119632382384
haze,3.0,3.0,-4.564046168308607,P0517,175,0.156622377583814,-6.186984143942399
haze,3.0,3.0,-4.564046168308607,P0565,146,0.1016831984362042,-9.578842235859556
haze,3.0,3.0,-4.564046168308607,P0649,131,0.3311006172778412,-8.789646191771057
haze,3.0,3.0,-4.564046168308607,P0699,27,0.1030571888099484,-6.844715045885698
haze,3.0,3.0,-4.564046168308607,P0806,123,0.1205103053480382,-2.276295070284429
haze,3.0,3.0,-4.564046168308607,P1003,146,0.0873773315356323,-10.76565981722254
haze,3.0,3.0,-4.564046168308607,P1029,94,0.1211993176764753,-6.239208479526633
haze,3.0,3.0,-4.564046168308607,P1148,20,0.0329082123367092,-2.28850191757253
haze,3.0,3.0,-4.564046168308607,P1158,71,0.0588780088514288,-5.816520271289056
haze,3.0,3.0,-4.564046168308607,P1207,34,1.0,7.549653330920897
haze,3.0,3.0,-4.564046168308607,P1216,49,0.0484059422467033,7.036070236256017
haze,3.0,3.0,-4.564046168308607,P1242,20,0.0,0.1965581279511151
haze,3.0,3.0,-4.564046168308607,P1358,131,0.1406324150040014,-1.324456802364888
