distortion,level,level_numeric,snr_db_mean,name,snr_db,n_clean_kp,n_stage_kp,n_good,good_ratio
jpeg,1,1.0,14.156771236721948,P2591,12.762892477303488,1000,1000,241,0.241
jpeg,1,1.0,14.156771236721948,P2613,12.293558386398338,1000,1000,299,0.299
jpeg,1,1.0,14.156771236721948,P2724,14.616442957536703,1000,1000,158,0.158
jpeg,1,1.0,14.156771236721948,P2754,15.915656438942484,1000,1000,240,0.24
jpeg,3,3.0,14.437534838522705,P0063,13.26597144651027,1000,1000,266,0.266
jpeg,3,3.0,14.437534838522705,P0081,14.327205621608607,1000,1000,226,0.226
jpeg,3,3.0,14.437534838522705,P0198,14.23645499885524,1000,1000,238,0.238
jpeg,3,3.0,14.437534838522705,P0308,14.591782061686898,1000,992,77,0.07762096774193548
jpeg,3,3.0,14.437534838522705,P0336,13.228725369592524,1000,1000,275,0.275
jpeg,3,3.0,14.437534838522705,P0345,13.650884831185682,1000,1000,183,0.183
jpeg,3,3.0,14.437534838522705,P0363,13.943047174766216,1000,1000,214,0.214
jpeg,3,3.0,14.437534838522705,P0368,14.322564474215271,1000,1000,208,0.208
jpeg,3,3.0,14.437534838522705,P0377,12.850561137155095,1000,811,31,0.03822441430332922
jpeg,3,3.0,14.437534838522705,P0452,13.13674623577696,1000,1000,293,0.293
jpeg,3,3.0,14.437534838522705,P0517,11.875357942015674,1000,1000,315,0.315
jpeg,3,3.0,14.437534838522705,P0565,12.671571168913491,1000,1000,241,0.241
jpeg,3,3.0,14.437534838522705,P0649,13.19651833286214,1000,703,41,0.05832147937411095
jpeg,3,3.0,14.437534838522705,P0699,18.04340194052235,1000,1000,277,0.277
jpeg,3,3.0,14.437534838522705,P0806,15.582901859092535,1000,1000,180,0.18
jpeg,3,3.0,14.437534838522705,P1003,12.153999444162125,1000,1000,181,0.181
jpeg,3,3.0,14.437534838522705,P1029,13.491893305725958,1000,1000,230,0.23
jpeg,3,3.0,14.437534838522705,P1148,19.65723681904055,417,436,63,0.1510791366906475
