name,distortion,level,level_numeric,snr_db_distorted,snr_db_restored,snr_gain_db,clean_path,distorted_path,restored_path
P2210,haze,1.5,1.5,1.957582725170045,16.49121996439369,14.533637239223644,data/clean/test/images/P2210.png,data/distorted/haze/1.5/test/images/P2210.png,data/restored/haze/1.5/test/images/P2210.png
P2257,haze,1.5,1.5,-6.229889189073971,15.161936166256107,21.391825355330077,data/clean/test/images/P2257.png,data/distorted/haze/1.5/test/images/P2257.png,data/restored/haze/1.5/test/images/P2257.png
P2278,haze,1.5,1.5,-0.10245779734369602,18.353308084921373,18.45576588226507,data/clean/test/images/P2278.png,data/distorted/haze/1.5/test/images/P2278.png,data/restored/haze/1.5/test/images/P2278.png
P2332,haze,1.5,1.5,0.03125122406322042,23.474600740466233,23.443349516403014,data/clean/test/images/P2332.png,data/distorted/haze/1.5/test/images/P2332.png,data/restored/haze/1.5/test/images/P2332.png
P2352,haze,1.5,1.5,-1.9769275020241341,22.12519908602031,24.10212658804444,data/clean/test/images/P2352.png,data/distorted/haze/1.5/test/images/P2352.png,data/restored/haze/1.5/test/images/P2352.png
P2456,haze,1.5,1.5,-2.955062425589803,13.496620624457998,16.4516830500478,data/clean/test/images/P2456.png,data/distorted/haze/1.5/test/images/P2456.png,data/restored/haze/1.5/test/images/P2456.png
P2528,haze,1.5,1.5,-3.6634382163949435,15.85750226573603,19.520940482130975,data/clean/test/images/P2528.png,data/distorted/haze/1.5/test/images/P2528.png,data/restored/haze/1.5/test/images/P2528.png
P2591,haze,1.5,1.5,-2.9815562555769084,15.329347562908605,18.310903818485514,data/clean/test/images/P2591.png,data/distorted/haze/1.5/test/images/P2591.png,data/restored/haze/1.5/test/images/P2591.png
P2613,haze,1.5,1.5,-8.286569694697352,13.174358841196241,21.460928535893594,data/clean/test/images/P2613.png,data/distorted/haze/1.5/test/images/P2613.png,data/restored/haze/1.5/test/images/P2613.png
P2724,haze,1.5,1.5,-1.0302486023462831,22.461429166265287,23.49167776861157,data/clean/test/images/P2724.png,data/distorted/haze/1.5/test/images/P2724.png,data/restored/haze/1.5/test/images/P2724.png
P2754,haze,1.5,1.5,1.1407302816996128,20.133849798327006,18.99311951662739,data/clean/test/images/P2754.png,data/distorted/haze/1.5/test/images/P2754.png,data/restored/haze/1.5/test/images/P2754.png
P0063,haze,2.0,2.0,0.48182357079459515,12.79420063526418,12.312377064469585,data/clean/test/images/P0063.png,data/distorted/haze/2.0/test/images/P0063.png,data/restored/haze/2.0/test/images/P0063.png
